Task ID: a7b04366-9352-4547-9df8-600875d43431 | Time: 2023-12-24T02:10:58.778449800 | Error: Could not roll back JPA transaction
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.506025100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 833 */ '22250932563' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.509020 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 834 */ '22250813146' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.511018200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 835 */ '22250827211' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.514016200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 836 */ '22250833256' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.517015500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 837 */ '22250714455' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.520015300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 838 */ '22250724880' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.522013 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 839 */ '22250732981' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.526008300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 840 */ '22250616276' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.529008900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 841 */ '22250623411' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.533004500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 842 */ '22250636169' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.535003500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 843 */ '22250513740' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.537001700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 844 */ '22250521388' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.540000600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 845 */ '22250538771' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.542999200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 846 */ '22250410660' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.545001 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 847 */ '22250422845' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.548995400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 848 */ '22250434320' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.551993300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 849 */ '22250314420' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.555990800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 850 */ '22250329076' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.560988500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 851 */ '22250338335' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.576977 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 852 */ '22250211031' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.587970800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 853 */ '22250224715' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.590974 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 854 */ '22250234923' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.594967100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 855 */ '22250118038' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.598964 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 856 */ '22250128688' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.600963100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 857 */ '22250133536' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.604960 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 858 */ '22243014264' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.608958100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 859 */ '22243024409' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.612955400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 860 */ '22243038564' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.615953400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 861 */ '22242913379' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.619951500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 862 */ '22242924115' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.623952 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 863 */ '22242934223' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.626946700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 864 */ '22242817322' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.629943500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 865 */ '22242823362' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.632942900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 866 */ '22242839667' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.635940400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 867 */ '22242710057' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.638940500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 868 */ '22242725538' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.641937 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 869 */ '22242738019' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.645934900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 870 */ '22242610179' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.649932400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 871 */ '22242628908' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.652930200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 872 */ '22242633288' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.659925700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 873 */ '22242513960' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.662924400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 874 */ '22242527771' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.666923800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 875 */ '22242538045' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.669919600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 876 */ '22242415791' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.672917300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 877 */ '22242428441' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.675915900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 878 */ '22242433994' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.678915600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 879 */ '22242312424' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.680914600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 880 */ '22242328678' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.682914100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 881 */ '22242331825' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.685909300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 882 */ '22242217666' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.687909 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 883 */ '22242221187' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.689908100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 884 */ '22242232194' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.692906400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 885 */ '22242110753' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.694905200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 886 */ '22242125383' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.696902700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 887 */ '22242130641' )"; SQL statement:
